# RESEARCH-ONLY — NO PUBLICATION OR IMPLEMENTATION AUTHORISED
# EXPANDED to 29 pillars × 16 question types. EVERY row is an expert hypothesis, NOT an observed search — no autocomplete/PAA/GSC source was available. Do not present these as demand evidence.
pillar,question_type,question,discovery_source,observed_or_hypothesised,domain_owner,intended_answer_format,evidence_required,expert_review_required,existing_answering_url,citation_potential,implementation_status
Rental property,What happens if,What happens if I skip rental property?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Tolet Board Chennai,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Definition,What is sale property and what does it involve?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,Glossary/definition block,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Cost,What does sale property cost in Chennai and what drives the price?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,Cost guide (dated methodology required),Dated methodology,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Scope,What is included and excluded in sale property?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Comparison,How does sale property compare with the main alternative?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,Comparison table,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Qualification,Who is qualified to perform sale property?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,FAQ / guide section,Credentials + registration scheme,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Process,What is the step-by-step process for sale property?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,Numbered process,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Timeline,How long does sale property take?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Risk,What can go wrong with sale property?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Mistake,What mistakes do people make with sale property?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Documents,What documents result from or are needed for sale property?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,Checklist,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Chennai-specific,What is specific to sale property in Chennai?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Locality,Does sale property differ by Chennai locality?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,Locality hub section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Follow-up,What is the next step after sale property?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,Should I,Should I get sale property for my project?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,How do I choose,How do I choose a provider for sale property?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Sale property,What happens if,What happens if I skip sale property?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Realprop Realty,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
360 property tours,Definition,What is 360 property tours and what does it involve?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Portals (tours) + Buildogram (standard/education),Glossary/definition block,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
360 property tours,Cost,What does 360 property tours cost in Chennai and what drives the price?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Portals (tours) + Buildogram (standard/education),Cost guide (dated methodology required),Dated methodology,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
360 property tours,Scope,What is included and excluded in 360 property tours?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Portals (tours) + Buildogram (standard/education),FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
